Age,AgeGroup,Attrition,AttritionBinary,Department,EducationField,Gender,JobRole,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,DistanceFromHome
32,26-35,Yes,1,Sales,Medical,Male,Sales Executive,3,4,Married,10400,1,No,3,14,2,14,8,9,8,4,4
30,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,3,Single,8474,1,No,4,12,3,11,8,5,8,3,1
27,26-35,No,0,Sales,Life Sciences,Female,Sales Executive,2,3,Single,9981,1,No,3,7,3,7,7,0,7,4,20
51,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,3,2,Married,12490,5,No,3,16,1,10,9,4,7,2,8
30,26-35,Yes,1,Research & Development,Technical Degree,Female,Research Scientist,1,1,Single,2657,5,Yes,3,8,3,5,2,0,4,4,3
41,36-45,No,0,Sales,Life Sciences,Female,Manager,3,4,Single,13591,3,Yes,3,16,3,1,0,0,0,4,6
30,26-35,Yes,1,Sales,Marketing,Female,Sales Executive,2,1,Single,6696,5,No,3,9,2,6,3,0,1,3,26
29,26-35,Yes,1,Research & Development,Technical Degree,Male,Research Scientist,1,3,Single,2058,0,No,3,7,2,6,2,1,5,3,1
45,36-45,No,0,Sales,Medical,Female,Sales Executive,3,4,Single,8865,6,No,3,23,3,19,7,12,8,4,6
54,46-55,No,0,Sales,Marketing,Female,Sales Executive,2,1,Married,5940,2,No,3,16,3,6,2,0,5,4,3
36,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,2,Single,5914,8,No,3,16,4,13,11,3,7,4,5
33,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,2,Married,2622,6,No,4,7,3,3,2,1,1,3,4
37,36-45,No,0,Research & Development,Other,Male,Research Director,3,4,Divorced,12185,1,Yes,3,10,3,10,8,0,7,2,11
38,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,3,3,Divorced,10609,0,No,3,17,2,16,10,5,13,1,3
31,26-35,No,0,Research & Development,Medical,Male,Manufacturing Director,2,3,Married,4345,0,No,3,6,3,5,4,1,4,3,1
59,56-65,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2177,3,No,3,7,3,1,0,0,0,3,3
37,36-45,No,0,Sales,Marketing,Male,Sales Representative,1,4,Divorced,2793,4,No,3,13,3,9,8,5,8,1,4
29,26-35,No,0,Sales,Medical,Female,Sales Executive,3,4,Married,7918,1,No,3,11,3,11,10,4,1,2,1
35,26-35,No,0,Sales,Marketing,Female,Sales Executive,3,3,Single,8789,1,No,3,10,4,10,7,0,8,3,1
29,26-35,Yes,1,Research & Development,Medical,Male,Research Scientist,1,4,Single,2389,1,Yes,3,4,2,4,3,0,1,3,18
52,46-55,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Single,3212,7,No,3,6,2,2,2,2,2,3,2
42,36-45,No,0,Research & Development,Technical Degree,Male,Manager,5,4,Married,19232,1,No,3,22,3,22,17,11,15,3,4
59,56-65,No,0,Human Resources,Medical,Male,Human Resources,1,3,Married,2267,8,No,3,7,2,2,2,2,2,2,6
50,46-55,No,0,Sales,Medical,Female,Manager,5,4,Divorced,19517,3,No,3,32,2,7,0,0,6,4,1
33,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,4,Married,2436,5,Yes,3,8,1,5,4,0,4,3,14
43,36-45,No,0,Sales,Marketing,Female,Manager,4,4,Married,16064,5,Yes,4,22,3,17,13,1,9,4,16
33,26-35,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Married,2707,7,No,4,13,4,9,7,1,7,1,2
52,46-55,No,0,Sales,Life Sciences,Male,Manager,5,3,Single,19068,1,Yes,3,33,4,33,7,15,12,1,2
32,26-35,No,0,Sales,Life Sciences,Female,Sales Representative,1,2,Married,3931,2,No,3,6,3,4,3,1,2,3,4
32,26-35,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Single,3730,0,Yes,3,4,1,3,2,1,2,4,1
39,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,1,3,Divorced,2232,7,No,3,7,3,3,2,1,2,3,1
32,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Married,4465,0,No,3,4,3,3,2,2,2,3,26
41,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,2,1,Divorced,3072,2,No,3,17,2,1,0,0,0,3,19
40,36-45,No,0,Research & Development,Technical Degree,Male,Research Scientist,2,4,Divorced,3319,1,No,3,9,3,9,8,4,7,1,24
45,36-45,No,0,Research & Development,Other,Male,Manager,5,4,Married,19202,0,No,3,25,3,24,0,1,7,3,1
31,26-35,No,0,Research & Development,Medical,Male,Research Director,3,3,Divorced,13675,9,No,3,9,3,2,2,2,2,2,3
33,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Married,2911,1,No,3,2,2,2,2,0,2,3,5
34,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,1,Married,5957,6,No,3,13,3,11,9,5,9,4,2
37,36-45,No,0,Research & Development,Medical,Female,Research Scientist,1,1,Married,3920,2,No,3,17,2,3,1,0,2,3,1
45,36-45,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,3,Married,6434,4,No,3,9,3,3,2,0,2,1,7
37,36-45,Yes,1,Research & Development,Medical,Male,Manufacturing Director,3,3,Divorced,10048,6,No,3,17,3,1,0,0,0,1,10
39,36-45,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,3,3,Single,10938,0,No,4,20,3,19,6,11,8,3,2
29,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Single,2340,1,No,3,6,3,6,5,1,5,3,15
42,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,1,Single,6545,3,Yes,3,10,3,3,2,0,2,4,17
29,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Divorced,6931,2,No,3,10,3,3,2,0,2,4,20
25,18-25,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,3,Married,4898,0,No,3,5,3,4,2,1,2,1,1
42,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,1,1,Divorced,2593,0,Yes,3,10,3,9,6,7,8,4,2
40,36-45,No,0,Research & Development,Medical,Male,Research Director,5,3,Divorced,19436,0,No,3,22,3,21,7,3,9,1,2
51,46-55,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2723,1,No,3,1,2,1,0,0,0,3,1
31,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,2,Single,3479,0,No,3,6,4,5,4,1,4,3,29
32,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,2,Married,2794,1,No,4,5,1,5,1,0,3,2,7
38,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Married,5249,3,No,3,13,3,8,7,7,5,4,2
32,26-35,No,0,Research & Development,Technical Degree,Male,Laboratory Technician,2,1,Single,2176,4,No,3,9,3,6,2,0,4,4,2
46,46-55,No,0,Sales,Technical Degree,Female,Manager,4,2,Married,16872,3,Yes,3,28,2,7,7,7,7,3,2
28,26-35,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Single,3485,2,No,3,5,1,0,0,0,0,1,2
29,26-35,No,0,Sales,Medical,Male,Sales Executive,2,2,Married,6644,2,No,3,10,3,0,0,0,0,1,2
31,26-35,No,0,Research & Development,Medical,Male,Healthcare Representative,2,4,Married,5582,0,No,4,10,3,9,0,7,8,2,23
25,18-25,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,1,Divorced,4000,1,No,3,6,3,6,3,1,5,2,5
45,36-45,No,0,Research & Development,Medical,Male,Healthcare Representative,4,4,Married,13496,0,Yes,3,21,3,20,7,4,10,3,20
36,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,3210,0,No,3,16,3,15,13,10,11,4,6
55,46-55,No,0,Research & Development,Medical,Male,Manager,5,1,Single,19045,0,Yes,3,37,3,36,10,4,13,4,1
47,46-55,Yes,1,Research & Development,Life Sciences,Male,Manager,3,2,Married,11849,1,Yes,3,10,2,10,7,9,9,1,29
28,26-35,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Married,2070,1,No,4,5,2,5,2,0,4,4,9
37,36-45,No,0,Sales,Medical,Male,Sales Executive,2,4,Married,6502,4,No,3,7,4,5,4,0,1,3,6
21,18-25,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Single,3230,1,No,3,3,4,3,2,1,0,4,3
37,36-45,No,0,Research & Development,Medical,Female,Research Director,3,4,Divorced,13603,2,Yes,3,15,3,5,2,0,2,1,1
35,26-35,No,0,Research & Development,Life Sciences,Female,Manager,3,2,Divorced,11996,7,No,3,10,2,7,7,6,2,2,22
38,36-45,No,0,Sales,Medical,Female,Sales Executive,2,1,Divorced,5605,1,Yes,4,8,3,8,0,7,7,1,7
26,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,2,Divorced,6397,1,No,4,6,1,6,5,1,4,3,1
50,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,5,2,Divorced,19144,3,No,3,28,2,10,4,1,6,1,4
53,46-55,No,0,Research & Development,Medical,Male,Research Director,4,3,Married,17584,3,Yes,3,21,2,5,3,1,3,3,3
42,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Married,4907,1,No,4,20,3,20,16,11,6,2,1
29,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,4554,1,No,3,10,2,10,7,0,9,2,2
55,46-55,No,0,Research & Development,Technical Degree,Male,Laboratory Technician,2,4,Married,5415,3,Yes,3,12,3,10,7,0,8,2,20
26,26-35,No,0,Research & Development,Medical,Male,Healthcare Representative,2,1,Married,4741,1,Yes,3,5,3,5,3,3,3,1,11
37,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Single,2115,1,No,3,17,3,17,12,5,7,4,1
44,36-45,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Divorced,3161,3,Yes,4,19,1,1,0,0,0,4,24
38,36-45,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,4,Divorced,5745,9,No,3,10,3,2,2,1,2,4,23
26,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,2,Divorced,2373,2,Yes,3,5,3,3,2,0,2,1,16
28,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Single,3310,1,No,4,5,3,5,3,0,2,4,8
49,46-55,No,0,Research & Development,Life Sciences,Female,Research Director,5,1,Single,18665,9,Yes,3,22,3,3,2,1,2,3,10
36,36-45,No,0,Research & Development,Technical Degree,Male,Research Scientist,2,2,Single,4485,4,No,3,10,3,8,0,7,7,3,3
31,26-35,No,0,Sales,Marketing,Female,Sales Representative,1,2,Divorced,2789,1,No,3,2,2,2,2,2,2,4,5
26,26-35,Yes,1,Sales,Marketing,Male,Sales Executive,2,4,Single,5828,1,Yes,3,8,3,8,7,7,4,4,4
37,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Married,2326,1,Yes,3,4,2,4,2,1,2,2,9
42,36-45,No,0,Sales,Marketing,Female,Sales Executive,4,2,Married,13525,5,No,3,23,4,20,4,4,8,3,26
18,nan,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Single,1420,1,No,3,0,3,0,0,0,0,3,3
35,26-35,No,0,Sales,Marketing,Male,Sales Executive,3,2,Married,8020,0,No,3,12,2,11,9,6,9,3,16
36,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,3688,4,No,3,4,3,1,0,0,0,3,18
51,46-55,No,0,Research & Development,Medical,Male,Manufacturing Director,2,2,Divorced,5482,5,No,3,13,3,4,1,1,2,4,2
41,36-45,No,0,Sales,Life Sciences,Male,Manager,4,2,Single,16015,1,No,3,22,3,22,10,0,4,4,2
18,nan,No,0,Sales,Medical,Female,Sales Representative,1,3,Single,1200,1,No,3,0,3,0,0,0,0,4,10
28,26-35,No,0,Research & Development,Medical,Male,Healthcare Representative,2,1,Single,5661,0,No,3,9,3,8,3,0,7,2,16
31,26-35,No,0,Sales,Technical Degree,Male,Sales Executive,2,4,Married,6929,4,No,3,10,2,8,7,7,7,2,7
39,36-45,No,0,Research & Development,Medical,Male,Healthcare Representative,3,4,Divorced,9613,0,No,3,19,2,18,10,3,7,3,1
36,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,2,2,Married,5674,7,No,3,11,3,9,8,0,8,2,24
32,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Married,5484,1,No,3,13,2,13,8,4,8,4,7
38,36-45,No,0,Research & Development,Life Sciences,Female,Research Director,3,2,Married,12061,3,No,3,19,3,10,8,0,1,1,25
58,56-65,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,3,Divorced,5660,2,Yes,3,12,3,5,3,1,2,4,1
31,26-35,No,0,Research & Development,Technical Degree,Male,Research Scientist,1,4,Married,4821,0,Yes,3,6,3,5,2,0,3,3,5
31,26-35,No,0,Human Resources,Human Resources,Male,Human Resources,2,1,Married,6410,3,No,3,9,3,2,2,1,0,1,2
45,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,3,1,Divorced,5210,1,No,3,24,3,24,9,9,11,1,7
31,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Divorced,2695,0,Yes,3,3,1,2,2,2,2,3,2
33,26-35,No,0,Research & Development,Life Sciences,Female,Manager,3,2,Married,11878,6,No,3,12,3,10,6,8,8,4,5
39,36-45,No,0,Research & Development,Medical,Male,Manager,4,1,Married,17068,1,Yes,3,21,3,21,9,11,10,3,10
43,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Single,2455,0,No,3,9,3,8,7,1,7,3,10
49,46-55,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,4,3,Single,13964,7,Yes,3,25,3,7,1,0,7,3,1
52,46-55,Yes,1,Research & Development,Medical,Male,Research Scientist,2,2,Married,4941,2,No,3,11,2,8,2,7,7,3,8
27,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,2,Single,2478,1,Yes,3,4,2,4,3,1,2,3,5
32,26-35,No,0,Sales,Technical Degree,Female,Sales Executive,2,2,Married,5228,1,Yes,3,13,3,13,12,11,9,3,8
27,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Single,4478,1,Yes,3,5,3,5,4,0,4,4,2
31,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Divorced,7547,4,No,3,13,3,7,7,1,7,4,7
32,26-35,No,0,Research & Development,Medical,Female,Research Scientist,2,4,Single,5055,7,No,3,10,2,7,7,0,7,1,2
28,26-35,Yes,1,Research & Development,Medical,Male,Research Scientist,1,4,Married,3464,5,Yes,3,5,2,3,2,2,2,1,2
30,26-35,No,0,Research & Development,Medical,Female,Research Scientist,2,4,Married,5775,1,No,3,11,3,10,8,1,9,4,28
31,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,3,3,Married,8943,1,No,4,10,3,10,9,8,9,3,7
39,36-45,No,0,Research & Development,Medical,Male,Manager,5,4,Married,19272,1,No,3,21,3,21,9,13,3,3,7
39,36-45,Yes,1,Sales,Medical,Female,Sales Executive,2,3,Married,5238,4,Yes,3,12,2,1,0,0,0,4,3
33,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Single,4682,3,No,3,9,2,7,7,0,1,2,10
47,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,5,3,Married,18300,4,No,3,21,3,3,2,1,1,4,5
43,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,2,3,Divorced,5257,1,No,3,9,4,9,7,0,0,3,10
27,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,2,Married,6349,0,Yes,3,6,3,5,4,1,4,3,1
54,46-55,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,3,Single,4869,3,No,3,20,2,4,3,0,3,4,20
43,36-45,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,3,1,Married,9985,8,No,3,10,2,1,0,0,0,3,7
45,36-45,No,0,Research & Development,Other,Male,Research Scientist,2,4,Married,3697,9,No,3,12,3,10,9,9,8,4,8
40,36-45,No,0,Sales,Medical,Male,Sales Executive,2,4,Married,7457,2,Yes,4,6,2,4,3,0,2,2,1
29,26-35,Yes,1,Research & Development,Other,Male,Laboratory Technician,1,1,Married,2119,1,Yes,3,7,2,7,7,0,7,2,8
29,26-35,No,0,Research & Development,Other,Male,Laboratory Technician,1,4,Single,3983,0,No,3,4,3,3,2,2,2,2,9
30,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,3,Divorced,6118,1,No,3,10,3,10,9,1,2,4,5
27,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,2,Married,6214,1,No,3,8,3,8,7,0,7,2,8
37,36-45,No,0,Research & Development,Medical,Male,Manufacturing Director,2,4,Divorced,6347,7,No,3,8,2,6,2,0,4,4,5
38,36-45,No,0,Research & Development,Life Sciences,Male,Research Director,3,4,Divorced,11510,0,Yes,3,12,3,11,10,2,9,3,15
31,26-35,No,0,Research & Development,Medical,Female,Manufacturing Director,3,4,Single,7143,1,Yes,3,11,2,11,9,4,10,3,7
29,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,2,Divorced,8268,1,Yes,3,7,3,7,7,1,7,4,10
35,26-35,No,0,Research & Development,Technical Degree,Male,Manufacturing Director,3,2,Single,8095,0,No,3,17,3,16,6,0,13,3,5
23,18-25,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Divorced,2904,1,No,3,4,2,4,2,0,2,3,26
41,36-45,No,0,Research & Development,Medical,Male,Manufacturing Director,2,2,Single,6032,6,Yes,3,8,3,5,4,1,2,4,6
47,46-55,No,0,Sales,Medical,Male,Sales Representative,2,3,Single,2976,3,No,3,5,3,0,0,0,0,2,4
42,36-45,No,0,Research & Development,Life Sciences,Female,Research Director,4,4,Single,15992,2,No,3,16,3,1,0,0,0,1,23
29,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Married,4649,1,No,3,4,2,4,3,0,2,4,2
42,36-45,No,0,Human Resources,Technical Degree,Male,Human Resources,1,3,Divorced,2696,0,Yes,3,4,3,3,2,1,0,3,2
32,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,1,2,Married,2370,1,No,3,8,3,8,0,0,7,3,2
48,46-55,No,0,Sales,Medical,Female,Manager,3,3,Married,12504,3,No,4,15,1,0,0,0,0,1,29
37,36-45,No,0,Research & Development,Medical,Male,Research Scientist,2,1,Divorced,5974,4,Yes,3,13,3,7,7,6,7,3,6
30,26-35,No,0,Sales,Technical Degree,Female,Sales Executive,2,3,Married,4736,7,Yes,3,4,4,2,2,2,2,4,25
26,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Married,5296,1,No,3,8,3,8,7,7,7,3,1
42,36-45,No,0,Research & Development,Other,Male,Healthcare Representative,2,4,Single,6781,3,No,4,14,3,1,0,0,0,1,2
21,18-25,Yes,1,Sales,Technical Degree,Female,Sales Representative,1,2,Single,2174,1,Yes,3,3,3,3,2,1,2,1,1
36,36-45,No,0,Sales,Medical,Female,Sales Executive,2,4,Single,6653,4,No,3,7,3,1,0,0,0,4,1
36,36-45,No,0,Sales,Medical,Male,Sales Executive,3,4,Married,9699,4,No,3,16,3,13,9,1,12,1,3
57,56-65,No,0,Research & Development,Medical,Male,Healthcare Representative,2,3,Married,6755,2,No,3,15,3,3,2,1,2,4,1
40,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,3,Married,2213,3,Yes,3,10,3,7,7,1,7,4,10
21,18-25,No,0,Sales,Medical,Male,Sales Representative,1,4,Single,2610,1,No,4,3,2,3,2,2,2,1,9
33,26-35,Yes,1,Sales,Marketing,Female,Sales Representative,1,3,Single,2851,1,Yes,3,1,3,1,0,0,0,4,5
37,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,1,1,Married,3452,6,No,4,17,3,5,4,0,3,3,10
46,46-55,No,0,Research & Development,Medical,Female,Manufacturing Director,2,3,Married,5258,2,No,3,7,4,1,0,0,0,3,7
41,36-45,Yes,1,Sales,Marketing,Male,Sales Executive,2,2,Single,9355,1,No,3,8,3,8,7,7,7,1,4
50,46-55,No,0,Research & Development,Technical Degree,Male,Healthcare Representative,3,4,Single,10496,6,No,3,20,3,4,3,1,3,4,10
40,36-45,Yes,1,Sales,Marketing,Male,Sales Executive,2,3,Married,6380,2,Yes,3,8,3,6,4,1,0,3,22
31,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,2,Single,2657,0,Yes,3,3,3,2,2,2,2,3,9
21,18-25,Yes,1,Sales,Life Sciences,Female,Sales Representative,1,2,Single,2716,1,No,3,1,3,1,0,0,0,3,12
29,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Single,2201,9,No,3,6,3,3,2,1,2,4,23
35,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,2,Single,6540,9,No,3,10,3,1,1,0,0,3,9
27,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,1,2,Divorced,3816,1,No,3,5,3,5,2,0,4,4,1
28,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,5253,1,No,3,7,3,7,5,0,7,2,9
49,46-55,No,0,Research & Development,Other,Male,Healthcare Representative,3,3,Single,10965,8,No,4,26,3,5,2,0,0,2,7
51,46-55,No,0,Sales,Life Sciences,Female,Sales Executive,2,4,Married,4936,4,No,3,18,2,7,7,0,7,3,14
36,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,3,Married,2543,4,No,3,6,3,2,2,2,2,4,2
34,26-35,Yes,1,Sales,Marketing,Male,Sales Executive,2,4,Single,5304,8,Yes,3,9,2,5,2,0,4,1,19
55,46-55,No,0,Research & Development,Life Sciences,Female,Manager,4,4,Single,16659,2,Yes,3,30,3,5,4,1,2,3,2
24,18-25,No,0,Sales,Marketing,Female,Sales Executive,2,3,Divorced,4260,1,Yes,3,5,4,5,2,0,3,4,10
30,26-35,No,0,Sales,Technical Degree,Male,Sales Representative,1,2,Married,2476,1,No,3,1,3,1,0,0,0,3,2
26,26-35,Yes,1,Research & Development,Technical Degree,Male,Research Scientist,1,1,Single,3102,0,No,4,7,3,6,4,0,4,3,3
22,18-25,No,0,Research & Development,Medical,Female,Research Scientist,1,2,Married,2244,1,No,3,2,3,2,1,1,2,1,11
36,36-45,No,0,Sales,Medical,Male,Sales Executive,3,3,Married,7596,1,No,3,10,3,10,9,9,0,2,2
30,26-35,Yes,1,Research & Development,Technical Degree,Male,Research Scientist,1,4,Single,2285,9,Yes,4,3,3,1,0,0,0,3,4
37,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Divorced,3034,1,No,3,18,2,18,7,12,17,4,14
40,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,2,Divorced,5715,7,No,3,8,3,5,4,1,3,4,2
42,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Divorced,2576,3,No,3,8,3,5,2,1,2,2,1
37,36-45,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,2,Single,4197,2,Yes,3,18,2,1,0,0,1,3,10
43,36-45,No,0,Research & Development,Life Sciences,Male,Research Director,4,2,Divorced,14336,1,No,3,25,3,25,10,3,9,1,12
40,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,2,3,Married,3448,6,No,4,20,3,1,0,0,0,2,2
54,46-55,No,0,Research & Development,Medical,Male,Research Director,5,1,Married,19406,4,No,3,24,2,4,2,1,2,1,5
34,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,3,Married,6538,9,No,3,6,3,3,2,1,2,3,4
31,26-35,No,0,Research & Development,Medical,Female,Manufacturing Director,2,1,Married,4306,1,No,3,13,1,13,10,3,12,2,7
43,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,1,4,Married,2258,7,No,4,8,3,3,2,1,2,4,21
43,36-45,No,0,Research & Development,Other,Female,Healthcare Representative,2,3,Divorced,4522,4,Yes,3,8,3,5,2,0,2,3,8
25,18-25,No,0,Sales,Life Sciences,Female,Sales Executive,2,4,Single,4487,1,Yes,3,5,3,5,4,1,3,2,4
37,36-45,No,0,Research & Development,Medical,Female,Research Scientist,2,3,Married,4449,3,Yes,3,15,3,13,11,10,7,2,25
31,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,1,Married,2218,1,No,3,4,3,4,2,3,2,4,1
39,36-45,No,0,Research & Development,Life Sciences,Male,Manager,5,3,Divorced,19197,1,Yes,3,21,3,21,8,1,6,2,1
56,56-65,No,0,Sales,Life Sciences,Female,Sales Executive,4,1,Married,13212,9,No,3,36,2,7,7,7,7,3,6
30,26-35,No,0,Sales,Technical Degree,Female,Sales Executive,2,3,Single,6577,0,No,3,6,3,5,4,4,4,2,12
41,36-45,No,0,Sales,Marketing,Male,Sales Executive,3,1,Married,8392,1,No,3,10,3,10,7,0,7,2,1
28,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,2,1,Divorced,4558,1,No,3,10,3,10,0,1,8,3,17
25,18-25,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,1,Married,4031,5,No,3,6,3,2,2,0,2,1,3
52,46-55,No,0,Research & Development,Medical,Male,Manufacturing Director,3,3,Married,7969,2,Yes,3,28,3,5,4,0,4,4,3
45,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2654,3,No,4,8,2,2,2,0,2,1,10
52,46-55,No,0,Research & Development,Life Sciences,Female,Manager,4,4,Married,16555,2,No,3,31,1,5,2,1,4,4,4
42,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,3,Divorced,4556,2,No,3,19,3,5,4,0,2,1,29
30,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,4,Single,6091,2,No,4,11,3,5,4,0,2,3,2
60,56-65,No,0,Research & Development,Life Sciences,Female,Manager,5,1,Married,19566,5,No,3,33,1,29,8,11,10,1,7
46,46-55,No,0,Research & Development,Medical,Female,Manufacturing Director,2,3,Divorced,4810,2,No,3,19,2,10,7,0,8,3,18
42,36-45,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,2,4,Married,4523,0,No,3,7,4,6,5,0,4,4,28
24,18-25,Yes,1,Sales,Technical Degree,Female,Sales Representative,1,2,Single,3202,1,Yes,3,6,3,5,3,1,4,1,1
34,26-35,Yes,1,Sales,Marketing,Female,Sales Representative,1,3,Divorced,2351,0,No,3,3,2,2,2,1,0,4,6
38,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,1702,1,Yes,4,1,3,1,0,0,0,4,2
40,36-45,No,0,Sales,Life Sciences,Female,Manager,5,3,Married,18041,0,No,3,21,3,20,15,1,12,3,2
26,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Divorced,2886,1,No,4,3,1,3,2,0,2,1,23
30,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,2097,4,No,3,9,1,5,3,1,4,3,3
29,26-35,No,0,Research & Development,Medical,Male,Research Director,3,3,Married,11935,1,No,3,10,3,10,2,0,7,2,3
29,26-35,Yes,1,Research & Development,Technical Degree,Female,Research Scientist,1,2,Married,2546,5,No,3,6,4,2,2,1,1,3,25
19,18-25,Yes,1,Human Resources,Technical Degree,Male,Human Resources,1,4,Single,2564,1,No,3,1,4,1,0,0,0,1,2
30,26-35,No,0,Sales,Other,Female,Sales Executive,3,1,Married,8412,0,No,3,10,3,9,8,7,8,3,22
